,Product,Query
662,Rantac 300 Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
677,Rantac Syrup Mint,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
715,Rantac RD 30mg/20mg Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
727,Rantac Injection 2ml,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
742,Rantac OD 300 Tablet CR,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
757,Rantac Infant Syrup Mint,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
791,Rantac R Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
803,Rantac Injection 2ml,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
832,Rantac PP 20mg Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
846,Maxx Rantac 150mg Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
889,Pantocid Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
930,Pantosec Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
952,Pantodac 40 Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
972,Pantakind Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
993,Topp 40 Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1043,Pantocid IT Capsule SR,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1169,Pantosec D SR Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1196,Pantakind-DSR Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1210,Pantodac DSR Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1222,Cintodac  Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1257,Pantosec-D Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1279,Nupenta Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1292,Dompan Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1327,Pantafol DSR 30mg/40mg Capsule PR,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1349,Pantocid 80 Dual-Release Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1370,Pantocid 80 Dual-Release Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1390,Pansec Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
1405,Pantocid D Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2068,Rantac 300 Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2083,Rantac Syrup Mint,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2121,Rantac RD 30mg/20mg Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2133,Rantac Injection 2ml,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2148,Rantac OD 300 Tablet CR,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2163,Rantac Infant Syrup Mint,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2197,Rantac R Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2209,Rantac Injection 2ml,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2238,Rantac PP 20mg Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2252,Maxx Rantac 150mg Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2295,Pantocid Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2336,Pantosec Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2358,Pantodac 40 Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2378,Pantakind Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2399,Topp 40 Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2449,Pantocid IT Capsule SR,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2575,Pantosec D SR Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2602,Pantakind-DSR Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2616,Pantodac DSR Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2628,Cintodac  Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2663,Pantosec-D Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2685,Nupenta Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2698,Dompan Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2733,Pantafol DSR 30mg/40mg Capsule PR,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2755,Pantocid 80 Dual-Release Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2776,Pantocid 80 Dual-Release Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2796,Pansec Tablet,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
2811,Pantocid D Capsule,Grade one fatty liver with excessive bowel gases seen? Acid peptic disease /colities.
